SUBMIT$7320461393185366016$NJ4GNBSAX0000693$REALTIME$TIME:20250509092725,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:0.00,4033:0,2204:3.7,2603:28.7015220,2602:113.0613520,3012:220,3013:83,3014:20250509092721,3015:19,3016:12,4014:0,2601:0,3019:0,4040:0,4041:0,4043:0,4044:1
SUBMIT$7320484388394135552$NJ4GNBSAX0000693$REALTIME$TIME:20250509105847,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998140,2602:113.0583810,3012:0,3013:83,3014:20250509105836,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484388398329856$NJ4GNBSAX0000693$REALTIME$TIME:20250509105847,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998140,2602:113.0583810,3012:0,3013:83,3014:20250509105837,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484388402524160$NJ4GNBSAX0000693$REALTIME$TIME:20250509105847,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998140,2602:113.0583810,3012:0,3013:83,3014:20250509105838,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484388406718464$NJ4GNBSAX0000693$REALTIME$TIME:20250509105847,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998140,2602:113.0583810,3012:0,3013:83,3014:20250509105839,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484388410912768$NJ4GNBSAX0000693$REALTIME$TIME:20250509105847,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998150,2602:113.0583810,3012:0,3013:83,3014:20250509105840,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484388415107072$NJ4GNBSAX0000693$REALTIME$TIME:20250509105847,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998150,2602:113.0583810,3012:0,3013:83,3014:20250509105841,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484410439409664$NJ4GNBSAX0000693$REALTIME$TIME:20250509105853,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998150,2602:113.0583810,3012:0,3013:83,3014:20250509105842,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484410443603968$NJ4GNBSAX0000693$REALTIME$TIME:20250509105853,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998150,2602:113.0583810,3012:0,3013:83,3014:20250509105843,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484410447798272$NJ4GNBSAX0000693$REALTIME$TIME:20250509105853,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998160,2602:113.0583810,3012:0,3013:83,3014:20250509105844,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484410451992576$NJ4GNBSAX0000693$REALTIME$TIME:20250509105853,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998160,2602:113.0583810,3012:0,3013:83,3014:20250509105845,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484410456186880$NJ4GNBSAX0000693$REALTIME$TIME:20250509105853,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998160,2602:113.0583810,3012:0,3013:83,3014:20250509105846,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484410460381184$NJ4GNBSAX0000693$REALTIME$TIME:20250509105853,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998160,2602:113.0583810,3012:0,3013:83,3014:20250509105847,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484410464575488$NJ4GNBSAX0000693$REALTIME$TIME:20250509105853,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998170,2602:113.0583810,3012:0,3013:83,3014:20250509105848,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484410468769792$NJ4GNBSAX0000693$REALTIME$TIME:20250509105853,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998170,2602:113.0583810,3012:0,3013:83,3014:20250509105849,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484410472964096$NJ4GNBSAX0000693$REALTIME$TIME:20250509105853,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998170,2602:113.0583810,3012:0,3013:83,3014:20250509105850,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484410477158400$NJ4GNBSAX0000693$REALTIME$TIME:20250509105853,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998170,2602:113.0583810,3012:0,3013:83,3014:20250509105851,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484432295915520$NJ4GNBSAX0000693$REALTIME$TIME:20250509105858,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,2204:0,2603:28.6998170,2602:113.0583810,3012:0,3013:83,3014:20250509105852,3015:20,3016:12,4014:0,2601:0,3019:0,4040:0,4041:0,4043:0,4044:1
SUBMIT$7320484454106308608$NJ4GNBSAX0000693$REALTIME$TIME:20250509105903,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998170,2602:113.0583810,3012:0,3013:83,3014:20250509105853,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484454110502912$NJ4GNBSAX0000693$REALTIME$TIME:20250509105903,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998170,2602:113.0583800,3012:0,3013:83,3014:20250509105854,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484454114697216$NJ4GNBSAX0000693$REALTIME$TIME:20250509105903,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998170,2602:113.0583800,3012:0,3013:83,3014:20250509105855,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484454118891520$NJ4GNBSAX0000693$REALTIME$TIME:20250509105903,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998170,2602:113.0583800,3012:0,3013:83,3014:20250509105856,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484454123085824$NJ4GNBSAX0000693$REALTIME$TIME:20250509105903,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998170,2602:113.0583800,3012:0,3013:83,3014:20250509105857,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484454127280128$NJ4GNBSAX0000693$REALTIME$TIME:20250509105903,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998170,2602:113.0583800,3012:0,3013:83,3014:20250509105858,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484454131474432$NJ4GNBSAX0000693$REALTIME$TIME:20250509105903,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998180,2602:113.0583790,3012:0,3013:83,3014:20250509105859,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484454135668736$NJ4GNBSAX0000693$REALTIME$TIME:20250509105903,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998180,2602:113.0583790,3012:0,3013:83,3014:20250509105900,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484454139863040$NJ4GNBSAX0000693$REALTIME$TIME:20250509105903,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998180,2602:113.0583790,3012:0,3013:83,3014:20250509105901,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484497932587008$NJ4GNBSAX0000693$REALTIME$TIME:20250509105913,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998180,2602:113.0583790,3012:0,3013:83,3014:20250509105902,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484497936781312$NJ4GNBSAX0000693$REALTIME$TIME:20250509105913,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998180,2602:113.0583790,3012:0,3013:83,3014:20250509105903,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484497940975616$NJ4GNBSAX0000693$REALTIME$TIME:20250509105913,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998180,2602:113.0583790,3012:0,3013:83,3014:20250509105904,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484497945169920$NJ4GNBSAX0000693$REALTIME$TIME:20250509105913,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998180,2602:113.0583790,3012:0,3013:82,3014:20250509105905,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484497949364224$NJ4GNBSAX0000693$REALTIME$TIME:20250509105913,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998190,2602:113.0583790,3012:0,3013:82,3014:20250509105906,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484497953558528$NJ4GNBSAX0000693$REALTIME$TIME:20250509105913,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998190,2602:113.0583790,3012:0,3013:82,3014:20250509105907,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484497957752832$NJ4GNBSAX0000693$REALTIME$TIME:20250509105913,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998190,2602:113.0583790,3012:0,3013:82,3014:20250509105908,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484497961947136$NJ4GNBSAX0000693$REALTIME$TIME:20250509105913,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998190,2602:113.0583790,3012:0,3013:82,3014:20250509105909,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484497966141440$NJ4GNBSAX0000693$REALTIME$TIME:20250509105913,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998190,2602:113.0583790,3012:0,3013:82,3014:20250509105910,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484497970335744$NJ4GNBSAX0000693$REALTIME$TIME:20250509105913,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:91,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998190,2602:113.0583780,3012:0,3013:82,3014:20250509105911,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484542060834816$NJ4GNBSAX0000693$REALTIME$TIME:20250509105924,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:92,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998190,2602:113.0583780,3012:0,3013:82,3014:20250509105912,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484542065029120$NJ4GNBSAX0000693$REALTIME$TIME:20250509105924,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:92,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998190,2602:113.0583780,3012:0,3013:82,3014:20250509105913,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484542069223424$NJ4GNBSAX0000693$REALTIME$TIME:20250509105924,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:92,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998190,2602:113.0583780,3012:0,3013:82,3014:20250509105914,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484542073417728$NJ4GNBSAX0000693$REALTIME$TIME:20250509105924,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:92,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998190,2602:113.0583780,3012:0,3013:82,3014:20250509105915,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484542077612032$NJ4GNBSAX0000693$REALTIME$TIME:20250509105924,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:92,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998190,2602:113.0583780,3012:0,3013:82,3014:20250509105916,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484542081806336$NJ4GNBSAX0000693$REALTIME$TIME:20250509105924,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:92,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998190,2602:113.0583780,3012:0,3013:82,3014:20250509105917,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484542086000640$NJ4GNBSAX0000693$REALTIME$TIME:20250509105924,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:92,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998190,2602:113.0583780,3012:0,3013:82,3014:20250509105918,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484542090194944$NJ4GNBSAX0000693$REALTIME$TIME:20250509105924,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:92,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998190,2602:113.0583780,3012:0,3013:82,3014:20250509105919,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484542094389248$NJ4GNBSAX0000693$REALTIME$TIME:20250509105924,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:92,4040:0,4041:0,4043:0,4044:1,2204:0.1,2603:28.6998190,2602:113.0583790,3012:0,3013:82,3014:20250509105920,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484542098583552$NJ4GNBSAX0000693$REALTIME$TIME:20250509105924,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:92,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998190,2602:113.0583790,3012:0,3013:82,3014:20250509105921,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484585836785664$NJ4GNBSAX0000693$REALTIME$TIME:20250509105934,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:92,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998200,2602:113.0583790,3012:0,3013:82,3014:20250509105922,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484585840979968$NJ4GNBSAX0000693$REALTIME$TIME:20250509105934,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:92,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998200,2602:113.0583790,3012:0,3013:82,3014:20250509105923,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484585845174272$NJ4GNBSAX0000693$REALTIME$TIME:20250509105934,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:92,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998200,2602:113.0583790,3012:0,3013:82,3014:20250509105924,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484585849368576$NJ4GNBSAX0000693$REALTIME$TIME:20250509105934,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:92,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998200,2602:113.0583790,3012:0,3013:82,3014:20250509105925,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484585853562880$NJ4GNBSAX0000693$REALTIME$TIME:20250509105934,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:92,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998200,2602:113.0583790,3012:0,3013:82,3014:20250509105926,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484585857757184$NJ4GNBSAX0000693$REALTIME$TIME:20250509105934,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:92,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998200,2602:113.0583790,3012:0,3013:82,3014:20250509105927,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484585861951488$NJ4GNBSAX0000693$REALTIME$TIME:20250509105934,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:92,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998210,2602:113.0583790,3012:0,3013:82,3014:20250509105928,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484585866145792$NJ4GNBSAX0000693$REALTIME$TIME:20250509105934,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:92,4040:0,4041:0,4043:0,4044:1,2204:0.2,2603:28.6998220,2602:113.0583790,3012:0,3013:82,3014:20250509105929,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484585870340096$NJ4GNBSAX0000693$REALTIME$TIME:20250509105934,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:92,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998220,2602:113.0583800,3012:0,3013:82,3014:20250509105930,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484585874534400$NJ4GNBSAX0000693$REALTIME$TIME:20250509105934,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:92,4040:0,4041:0,4043:0,4044:1,2204:0.1,2603:28.6998220,2602:113.0583800,3012:0,3013:82,3014:20250509105931,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484629713424384$NJ4GNBSAX0000693$REALTIME$TIME:20250509105945,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:92,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998220,2602:113.0583800,3012:0,3013:82,3014:20250509105932,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484629717618688$NJ4GNBSAX0000693$REALTIME$TIME:20250509105945,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:92,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998220,2602:113.0583800,3012:0,3013:82,3014:20250509105933,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484629721812992$NJ4GNBSAX0000693$REALTIME$TIME:20250509105945,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:92,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998220,2602:113.0583800,3012:0,3013:82,3014:20250509105934,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484629726007296$NJ4GNBSAX0000693$REALTIME$TIME:20250509105945,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:92,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998220,2602:113.0583800,3012:0,3013:82,3014:20250509105935,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484629730201600$NJ4GNBSAX0000693$REALTIME$TIME:20250509105945,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:92,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998220,2602:113.0583800,3012:0,3013:82,3014:20250509105936,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484629734395904$NJ4GNBSAX0000693$REALTIME$TIME:20250509105945,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:92,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998220,2602:113.0583800,3012:0,3013:82,3014:20250509105937,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484629738590208$NJ4GNBSAX0000693$REALTIME$TIME:20250509105945,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:92,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998220,2602:113.0583800,3012:0,3013:82,3014:20250509105938,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484629742784512$NJ4GNBSAX0000693$REALTIME$TIME:20250509105945,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:92,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998220,2602:113.0583810,3012:0,3013:82,3014:20250509105939,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484629746978816$NJ4GNBSAX0000693$REALTIME$TIME:20250509105945,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:92,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998220,2602:113.0583810,3012:0,3013:82,3014:20250509105940,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484629751173120$NJ4GNBSAX0000693$REALTIME$TIME:20250509105945,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:92,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998220,2602:113.0583810,3012:0,3013:82,3014:20250509105941,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484696088264704$NJ4GNBSAX0000693$REALTIME$TIME:20250509110001,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:92,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998220,2602:113.0583810,3012:0,3013:82,3014:20250509105942,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484696092459008$NJ4GNBSAX0000693$REALTIME$TIME:20250509110001,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:92,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998220,2602:113.0583810,3012:0,3013:82,3014:20250509105943,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484696096653312$NJ4GNBSAX0000693$REALTIME$TIME:20250509110001,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:92,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998220,2602:113.0583810,3012:0,3013:82,3014:20250509105944,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484696100847616$NJ4GNBSAX0000693$REALTIME$TIME:20250509110001,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:92,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998220,2602:113.0583810,3012:0,3013:82,3014:20250509105945,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484696105041920$NJ4GNBSAX0000693$REALTIME$TIME:20250509110001,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:92,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998220,2602:113.0583810,3012:0,3013:82,3014:20250509105946,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484696109236224$NJ4GNBSAX0000693$REALTIME$TIME:20250509110001,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:92,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998220,2602:113.0583810,3012:0,3013:82,3014:20250509105947,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484696113430528$NJ4GNBSAX0000693$REALTIME$TIME:20250509110001,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:92,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998220,2602:113.0583810,3012:0,3013:82,3014:20250509105948,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484696117624832$NJ4GNBSAX0000693$REALTIME$TIME:20250509110001,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:92,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998220,2602:113.0583810,3012:0,3013:82,3014:20250509105949,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484696121819136$NJ4GNBSAX0000693$REALTIME$TIME:20250509110001,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:92,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998220,2602:113.0583810,3012:0,3013:82,3014:20250509105950,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484696126013440$NJ4GNBSAX0000693$REALTIME$TIME:20250509110001,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:92,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998220,2602:113.0583810,3012:0,3013:82,3014:20250509105951,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484718024482816$NJ4GNBSAX0000693$REALTIME$TIME:20250509110006,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:92,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998220,2602:113.0583820,3012:0,3013:81,3014:20250509105952,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484674063978496$NJ4GNBSAX0000693$REALTIME$TIME:20250509105955,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:92,2204:0,2603:28.6998220,2602:113.0583820,3012:0,3013:81,3014:20250509105953,3015:20,3016:12,4014:0,2601:0,3019:0,4040:0,4041:0,4043:0,4044:1
SUBMIT$7320484718028677120$NJ4GNBSAX0000693$REALTIME$TIME:20250509110006,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:92,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998220,2602:113.0583820,3012:0,3013:81,3014:20250509105954,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484718032871424$NJ4GNBSAX0000693$REALTIME$TIME:20250509110006,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:92,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6998220,2602:113.0583820,3012:0,3013:81,3014:20250509105955,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320484718037065728$NJ4GNBSAX0000693$REALTIME$TIME:20250509110006,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:3.45,4033:92,4040:0,4041:0,4043:0,4044:1,2204:0.1,2603:28.6998220,2602:113.0583820,3012:0,3013:82,3014:20250509105956,3015:20,3016:12,4014:0,2601:0,3019:0
