SUBMIT$7353043851214733312$EC73BD2504030074$REALTIME$TIME:20250807071828,gw:farm,3004:55,4042:1,4030:1,4031:0,4032:0.00,4033:0,2603:0.00000000,2602:0.00000000,2204:0,3012:0,3013:0,3014:20250807071828,3015:0,3016:56,4014:99,4430:0,2601:1,3019:0,4403:1,4404:0,4040:0,4041:0,4043:0,4044:1
SUBMIT$7353152013100003328$EC73BD2504030074$REALTIME$TIME:20250807142816,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.07,4033:72,4040:0,4041:0,4043:0,4044:1,2204:4,2603:29.10740720,2602:118.95861915,3012:239,3013:90,3014:20250807142810,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152013104197632$EC73BD2504030074$REALTIME$TIME:20250807142816,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.07,4033:72,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:29.10740131,2602:118.95861150,3012:229,3013:90,3014:20250807142811,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152013108391936$EC73BD2504030074$REALTIME$TIME:20250807142816,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.07,4033:72,4040:0,4041:0,4043:0,4044:1,2204:4.1,2603:29.10739510,2602:118.95860188,3012:233,3013:90,3014:20250807142812,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152013112586240$EC73BD2504030074$REALTIME$TIME:20250807142816,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.07,4033:72,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:29.10738960,2602:118.95859311,3012:234,3013:90,3014:20250807142813,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152013116780544$EC73BD2504030074$REALTIME$TIME:20250807142816,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.07,4033:72,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:29.10738335,2602:118.95858446,3012:229,3013:90,3014:20250807142814,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152013120974848$EC73BD2504030074$REALTIME$TIME:20250807142816,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.07,4033:72,4040:0,4041:0,4043:0,4044:1,2204:3.1,2603:29.10737650,2602:118.95857560,3012:231,3013:90,3014:20250807142815,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152013125169152$EC73BD2504030074$REALTIME$TIME:20250807142816,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.07,4033:72,4040:0,4041:0,4043:0,4044:1,2204:4,2603:29.10736950,2602:118.95856733,3012:226,3013:90,3014:20250807142816,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152055198257152$EC73BD2504030074$REALTIME$TIME:20250807142826,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.13,4033:72,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:29.10736298,2602:118.95855873,3012:228,3013:90,3014:20250807142817,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152055202451456$EC73BD2504030074$REALTIME$TIME:20250807142826,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.13,4033:72,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:29.10735611,2602:118.95855026,3012:226,3013:90,3014:20250807142818,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152055206645760$EC73BD2504030074$REALTIME$TIME:20250807142826,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.13,4033:72,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:29.10734963,2602:118.95854200,3012:226,3013:90,3014:20250807142819,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152055210840064$EC73BD2504030074$REALTIME$TIME:20250807142826,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.13,4033:72,4040:0,4041:0,4043:0,4044:1,2204:3.7,2603:29.10734325,2602:118.95853360,3012:231,3013:90,3014:20250807142820,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152055215034368$EC73BD2504030074$REALTIME$TIME:20250807142826,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.13,4033:72,4040:0,4041:0,4043:0,4044:1,2204:4,2603:29.10733628,2602:118.95852513,3012:232,3013:90,3014:20250807142821,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152055219228672$EC73BD2504030074$REALTIME$TIME:20250807142826,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.13,4033:72,4040:0,4041:0,4043:0,4044:1,2204:3.7,2603:29.10733111,2602:118.95851596,3012:237,3013:90,3014:20250807142822,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152055223422976$EC73BD2504030074$REALTIME$TIME:20250807142826,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.13,4033:72,4040:0,4041:0,4043:0,4044:1,2204:4,2603:29.10732746,2602:118.95850618,3012:253,3013:90,3014:20250807142823,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152055227617280$EC73BD2504030074$REALTIME$TIME:20250807142826,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.13,4033:72,4040:0,4041:0,4043:0,4044:1,2204:3.7,2603:29.10732988,2602:118.95849558,3012:295,3013:90,3014:20250807142824,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152055231811584$EC73BD2504030074$REALTIME$TIME:20250807142826,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.13,4033:72,4040:0,4041:0,4043:0,4044:1,2204:5,2603:29.10733898,2602:118.95848945,3012:346,3013:90,3014:20250807142825,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152055236005888$EC73BD2504030074$REALTIME$TIME:20250807142826,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.13,4033:72,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:29.10734921,2602:118.95848938,3012:6,3013:90,3014:20250807142826,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152097426501632$EC73BD2504030074$REALTIME$TIME:20250807142836,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.19,4033:72,4040:0,4041:0,4043:0,4044:1,2204:4.3,2603:29.10735825,2602:118.95849540,3012:36,3013:90,3014:20250807142827,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152097430695936$EC73BD2504030074$REALTIME$TIME:20250807142836,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.19,4033:72,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:29.10736481,2602:118.95850480,3012:53,3013:90,3014:20250807142828,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152097434890240$EC73BD2504030074$REALTIME$TIME:20250807142836,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.19,4033:72,4040:0,4041:0,4043:0,4044:1,2204:5,2603:29.10736960,2602:118.95851466,3012:56,3013:90,3014:20250807142829,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152097439084544$EC73BD2504030074$REALTIME$TIME:20250807142836,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.19,4033:72,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:29.10737260,2602:118.95852541,3012:75,3013:90,3014:20250807142830,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152097443278848$EC73BD2504030074$REALTIME$TIME:20250807142836,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.19,4033:72,4040:0,4041:0,4043:0,4044:1,2204:4.2,2603:29.10737751,2602:118.95853504,3012:60,3013:90,3014:20250807142831,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152097447473152$EC73BD2504030074$REALTIME$TIME:20250807142836,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.19,4033:72,4040:0,4041:0,4043:0,4044:1,2204:5.1,2603:29.10738363,2602:118.95854525,3012:44,3013:90,3014:20250807142832,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152097451667456$EC73BD2504030074$REALTIME$TIME:20250807142836,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.19,4033:72,4040:0,4041:0,4043:0,4044:1,2204:4.2,2603:29.10738970,2602:118.95855600,3012:53,3013:90,3014:20250807142833,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152097455861760$EC73BD2504030074$REALTIME$TIME:20250807142836,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.19,4033:72,4040:0,4041:0,4043:0,4044:1,2204:4.2,2603:29.10739673,2602:118.95856585,3012:54,3013:90,3014:20250807142834,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152097460056064$EC73BD2504030074$REALTIME$TIME:20250807142836,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.19,4033:72,4040:0,4041:0,4043:0,4044:1,2204:3.7,2603:29.10740413,2602:118.95857660,3012:49,3013:90,3014:20250807142835,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152097464250368$EC73BD2504030074$REALTIME$TIME:20250807142836,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.19,4033:72,4040:0,4041:0,4043:0,4044:1,2204:4.9,2603:29.10741060,2602:118.95858753,3012:82,3013:90,3014:20250807142836,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152139688308736$EC73BD2504030074$REALTIME$TIME:20250807142846,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.22,4033:73,4040:0,4041:0,4043:0,4044:1,2204:4,2603:29.10741733,2602:118.95859878,3012:66,3013:90,3014:20250807142837,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152139692503040$EC73BD2504030074$REALTIME$TIME:20250807142846,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.22,4033:73,4040:0,4041:0,4043:0,4044:1,2204:4.6,2603:29.10742320,2602:118.95860996,3012:50,3013:90,3014:20250807142838,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152139696697344$EC73BD2504030074$REALTIME$TIME:20250807142846,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.22,4033:73,4040:0,4041:0,4043:0,4044:1,2204:4.1,2603:29.10742840,2602:118.95862095,3012:63,3013:90,3014:20250807142839,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152139700891648$EC73BD2504030074$REALTIME$TIME:20250807142846,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.22,4033:73,4040:0,4041:0,4043:0,4044:1,2204:4.1,2603:29.10743381,2602:118.95863253,3012:56,3013:90,3014:20250807142840,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152139705085952$EC73BD2504030074$REALTIME$TIME:20250807142846,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.22,4033:73,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:29.10743950,2602:118.95864355,3012:72,3013:90,3014:20250807142841,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152139709280256$EC73BD2504030074$REALTIME$TIME:20250807142846,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.22,4033:73,4040:0,4041:0,4043:0,4044:1,2204:4.9,2603:29.10744511,2602:118.95865530,3012:70,3013:90,3014:20250807142842,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152139713474560$EC73BD2504030074$REALTIME$TIME:20250807142846,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.22,4033:73,4040:0,4041:0,4043:0,4044:1,2204:4.8,2603:29.10745045,2602:118.95866720,3012:60,3013:90,3014:20250807142843,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152139717668864$EC73BD2504030074$REALTIME$TIME:20250807142846,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.22,4033:73,4040:0,4041:0,4043:0,4044:1,2204:4.7,2603:29.10745651,2602:118.95867851,3012:63,3013:90,3014:20250807142844,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152139721863168$EC73BD2504030074$REALTIME$TIME:20250807142846,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.22,4033:73,4040:0,4041:0,4043:0,4044:1,2204:4.8,2603:29.10746230,2602:118.95869056,3012:55,3013:90,3014:20250807142845,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152139726057472$EC73BD2504030074$REALTIME$TIME:20250807142846,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.22,4033:73,4040:0,4041:0,4043:0,4044:1,2204:4.2,2603:29.10746771,2602:118.95870150,3012:66,3013:90,3014:20250807142846,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152181778137088$EC73BD2504030074$REALTIME$TIME:20250807142856,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.23,4033:73,4040:0,4041:0,4043:0,4044:1,2204:4.4,2603:29.10747290,2602:118.95871316,3012:50,3013:90,3014:20250807142847,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152181782331392$EC73BD2504030074$REALTIME$TIME:20250807142856,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.23,4033:73,4040:0,4041:0,4043:0,4044:1,2204:5.2,2603:29.10747878,2602:118.95872413,3012:69,3013:90,3014:20250807142848,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152181786525696$EC73BD2504030074$REALTIME$TIME:20250807142856,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.23,4033:73,4040:0,4041:0,4043:0,4044:1,2204:4.3,2603:29.10748421,2602:118.95873588,3012:64,3013:90,3014:20250807142849,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152181790720000$EC73BD2504030074$REALTIME$TIME:20250807142856,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.23,4033:73,4040:0,4041:0,4043:0,4044:1,2204:4.6,2603:29.10748966,2602:118.95874755,3012:60,3013:90,3014:20250807142850,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152181794914304$EC73BD2504030074$REALTIME$TIME:20250807142856,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.23,4033:73,4040:0,4041:0,4043:0,4044:1,2204:4.1,2603:29.10749470,2602:118.95875888,3012:65,3013:90,3014:20250807142851,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152181799108608$EC73BD2504030074$REALTIME$TIME:20250807142856,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.23,4033:73,4040:0,4041:0,4043:0,4044:1,2204:5.6,2603:29.10749980,2602:118.95877050,3012:75,3013:90,3014:20250807142852,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152181803302912$EC73BD2504030074$REALTIME$TIME:20250807142856,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.23,4033:73,4040:0,4041:0,4043:0,4044:1,2204:6.3,2603:29.10750463,2602:118.95878283,3012:60,3013:90,3014:20250807142853,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152181807497216$EC73BD2504030074$REALTIME$TIME:20250807142856,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.23,4033:73,4040:0,4041:0,4043:0,4044:1,2204:4.3,2603:29.10751068,2602:118.95879426,3012:36,3013:90,3014:20250807142854,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152181811691520$EC73BD2504030074$REALTIME$TIME:20250807142856,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.23,4033:73,4040:0,4041:0,4043:0,4044:1,2204:4.7,2603:29.10751696,2602:118.95880581,3012:63,3013:90,3014:20250807142855,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152181815885824$EC73BD2504030074$REALTIME$TIME:20250807142856,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.23,4033:73,4040:0,4041:0,4043:0,4044:1,2204:3.7,2603:29.10752445,2602:118.95881465,3012:42,3013:90,3014:20250807142856,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152224056721408$EC73BD2504030074$REALTIME$TIME:20250807142906,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.27,4033:73,4040:0,4041:0,4043:0,4044:1,2204:4.8,2603:29.10753411,2602:118.95882130,3012:45,3013:90,3014:20250807142857,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152224060915712$EC73BD2504030074$REALTIME$TIME:20250807142906,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.27,4033:73,4040:0,4041:0,4043:0,4044:1,2204:4,2603:29.10754546,2602:118.95882425,3012:347,3013:90,3014:20250807142858,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152224065110016$EC73BD2504030074$REALTIME$TIME:20250807142906,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.27,4033:73,4040:0,4041:0,4043:0,4044:1,2204:5.3,2603:29.10755673,2602:118.95881866,3012:320,3013:90,3014:20250807142859,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152224069304320$EC73BD2504030074$REALTIME$TIME:20250807142906,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.27,4033:73,4040:0,4041:0,4043:0,4044:1,2204:5.5,2603:29.10755996,2602:118.95880286,3012:252,3013:90,3014:20250807142900,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152224073498624$EC73BD2504030074$REALTIME$TIME:20250807142906,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.27,4033:73,4040:0,4041:0,4043:0,4044:1,2204:7.5,2603:29.10755471,2602:118.95878718,3012:215,3013:90,3014:20250807142901,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152224077692928$EC73BD2504030074$REALTIME$TIME:20250807142906,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.27,4033:73,4040:0,4041:0,4043:0,4044:1,2204:5.6,2603:29.10754536,2602:118.95877693,3012:219,3013:90,3014:20250807142902,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152224081887232$EC73BD2504030074$REALTIME$TIME:20250807142906,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.27,4033:73,4040:0,4041:0,4043:0,4044:1,2204:6.7,2603:29.10753698,2602:118.95876550,3012:239,3013:90,3014:20250807142903,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152224086081536$EC73BD2504030074$REALTIME$TIME:20250807142906,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.27,4033:73,4040:0,4041:0,4043:0,4044:1,2204:5.4,2603:29.10753035,2602:118.95875296,3012:235,3013:90,3014:20250807142904,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152224090275840$EC73BD2504030074$REALTIME$TIME:20250807142906,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.27,4033:73,4040:0,4041:0,4043:0,4044:1,2204:5.1,2603:29.10752428,2602:118.95873991,3012:243,3013:90,3014:20250807142905,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152224094470144$EC73BD2504030074$REALTIME$TIME:20250807142906,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.27,4033:73,4040:0,4041:0,4043:0,4044:1,2204:4.3,2603:29.10751753,2602:118.95872711,3012:249,3013:90,3014:20250807142906,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152266272411648$EC73BD2504030074$REALTIME$TIME:20250807142916,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.32,4033:73,4040:0,4041:0,4043:0,4044:1,2204:6.3,2603:29.10750971,2602:118.95871418,3012:237,3013:90,3014:20250807142907,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152266276605952$EC73BD2504030074$REALTIME$TIME:20250807142916,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.32,4033:73,4040:0,4041:0,4043:0,4044:1,2204:5.2,2603:29.10750270,2602:118.95870241,3012:226,3013:90,3014:20250807142908,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152266280800256$EC73BD2504030074$REALTIME$TIME:20250807142916,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.32,4033:73,4040:0,4041:0,4043:0,4044:1,2204:5.6,2603:29.10749630,2602:118.95868935,3012:255,3013:90,3014:20250807142909,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152266284994560$EC73BD2504030074$REALTIME$TIME:20250807142916,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.32,4033:73,4040:0,4041:0,4043:0,4044:1,2204:5.2,2603:29.10748963,2602:118.95867703,3012:240,3013:90,3014:20250807142910,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152266289188864$EC73BD2504030074$REALTIME$TIME:20250807142916,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.32,4033:73,4040:0,4041:0,4043:0,4044:1,2204:5.6,2603:29.10748360,2602:118.95866495,3012:251,3013:90,3014:20250807142911,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152266293383168$EC73BD2504030074$REALTIME$TIME:20250807142916,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.32,4033:73,4040:0,4041:0,4043:0,4044:1,2204:4.2,2603:29.10747620,2602:118.95865268,3012:236,3013:90,3014:20250807142912,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152266297577472$EC73BD2504030074$REALTIME$TIME:20250807142916,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.32,4033:73,4040:0,4041:0,4043:0,4044:1,2204:5.1,2603:29.10746953,2602:118.95864048,3012:235,3013:90,3014:20250807142913,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152266301771776$EC73BD2504030074$REALTIME$TIME:20250807142916,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.32,4033:73,4040:0,4041:0,4043:0,4044:1,2204:5.5,2603:29.10746356,2602:118.95862706,3012:235,3013:90,3014:20250807142914,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152266305966080$EC73BD2504030074$REALTIME$TIME:20250807142916,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.32,4033:73,4040:0,4041:0,4043:0,4044:1,2204:5.6,2603:29.10745595,2602:118.95861394,3012:235,3013:90,3014:20250807142915,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152266310160384$EC73BD2504030074$REALTIME$TIME:20250807142916,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.32,4033:73,4040:0,4041:0,4043:0,4044:1,2204:4.6,2603:29.10744918,2602:118.95860175,3012:238,3013:90,3014:20250807142916,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152308404195328$EC73BD2504030074$REALTIME$TIME:20250807142926,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.39,4033:73,4040:0,4041:0,4043:0,4044:1,2204:5.6,2603:29.10744296,2602:118.95858876,3012:260,3013:90,3014:20250807142917,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152308408389632$EC73BD2504030074$REALTIME$TIME:20250807142926,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.39,4033:73,4040:0,4041:0,4043:0,4044:1,2204:6.4,2603:29.10743653,2602:118.95857576,3012:232,3013:90,3014:20250807142918,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152308412583936$EC73BD2504030074$REALTIME$TIME:20250807142926,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.39,4033:73,4040:0,4041:0,4043:0,4044:1,2204:4.8,2603:29.10742920,2602:118.95856306,3012:235,3013:90,3014:20250807142919,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152308416778240$EC73BD2504030074$REALTIME$TIME:20250807142926,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.39,4033:73,4040:0,4041:0,4043:0,4044:1,2204:4.9,2603:29.10742273,2602:118.95855011,3012:241,3013:90,3014:20250807142920,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152308420972544$EC73BD2504030074$REALTIME$TIME:20250807142926,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.39,4033:73,4040:0,4041:0,4043:0,4044:1,2204:6.7,2603:29.10741528,2602:118.95853796,3012:252,3013:90,3014:20250807142921,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152308425166848$EC73BD2504030074$REALTIME$TIME:20250807142926,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.39,4033:73,4040:0,4041:0,4043:0,4044:1,2204:4.6,2603:29.10740740,2602:118.95852615,3012:243,3013:90,3014:20250807142922,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152308429361152$EC73BD2504030074$REALTIME$TIME:20250807142926,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.39,4033:73,4040:0,4041:0,4043:0,4044:1,2204:6.9,2603:29.10739990,2602:118.95851411,3012:230,3013:90,3014:20250807142923,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353152308433555456$EC73BD2504030074$REALTIME$TIME:20250807142926,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:17.39,4033:73,4040:0,4041:0,4043:0,4044:1,2204:4.4,2603:29.10739333,2602:118.95850158,3012:255,3013:90,3014:20250807142924,3015:24,3016:59,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
