SUBMIT$7318350011618983936$NJ4GBQSAX0000687$REALTIME$TIME:20250503133732,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:0.00,4033:0,2204:10.9,2603:28.8453790,2602:113.2050090,3012:236,3013:56,3014:20250503133731,3015:12,3016:12,4014:1,2601:0,3019:0,4040:0,4041:0,4043:0,4044:1
SUBMIT$7318381805118570496$NJ4GBQSAX0000687$REALTIME$TIME:20250503154352,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0.2,2603:28.8404240,2602:113.1989880,3012:0,3013:30,3014:20250503154345,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381805122764800$NJ4GBQSAX0000687$REALTIME$TIME:20250503154352,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404240,2602:113.1989880,3012:0,3013:30,3014:20250503154346,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381805126959104$NJ4GBQSAX0000687$REALTIME$TIME:20250503154352,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404240,2602:113.1989880,3012:0,3013:30,3014:20250503154347,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381805131153408$NJ4GBQSAX0000687$REALTIME$TIME:20250503154352,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404240,2602:113.1989880,3012:0,3013:30,3014:20250503154348,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381847581708288$NJ4GBQSAX0000687$REALTIME$TIME:20250503154403,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404240,2602:113.1989880,3012:0,3013:30,3014:20250503154349,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381847585902592$NJ4GBQSAX0000687$REALTIME$TIME:20250503154403,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404240,2602:113.1989880,3012:0,3013:30,3014:20250503154350,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381847590096896$NJ4GBQSAX0000687$REALTIME$TIME:20250503154403,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404240,2602:113.1989880,3012:0,3013:30,3014:20250503154351,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381847594291200$NJ4GBQSAX0000687$REALTIME$TIME:20250503154403,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404240,2602:113.1989880,3012:0,3013:30,3014:20250503154352,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381847598485504$NJ4GBQSAX0000687$REALTIME$TIME:20250503154403,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404240,2602:113.1989880,3012:0,3013:30,3014:20250503154353,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381847602679808$NJ4GBQSAX0000687$REALTIME$TIME:20250503154403,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404240,2602:113.1989880,3012:0,3013:30,3014:20250503154354,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381847606874112$NJ4GBQSAX0000687$REALTIME$TIME:20250503154403,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404240,2602:113.1989880,3012:0,3013:30,3014:20250503154355,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381847611068416$NJ4GBQSAX0000687$REALTIME$TIME:20250503154403,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404240,2602:113.1989880,3012:0,3013:30,3014:20250503154356,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381847615262720$NJ4GBQSAX0000687$REALTIME$TIME:20250503154403,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404240,2602:113.1989880,3012:0,3013:30,3014:20250503154357,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381847619457024$NJ4GBQSAX0000687$REALTIME$TIME:20250503154403,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404240,2602:113.1989870,3012:0,3013:30,3014:20250503154358,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381890325868544$NJ4GBQSAX0000687$REALTIME$TIME:20250503154413,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404240,2602:113.1989870,3012:0,3013:30,3014:20250503154359,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381890330062848$NJ4GBQSAX0000687$REALTIME$TIME:20250503154413,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404240,2602:113.1989870,3012:0,3013:30,3014:20250503154401,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381890334257152$NJ4GBQSAX0000687$REALTIME$TIME:20250503154413,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404240,2602:113.1989870,3012:0,3013:30,3014:20250503154402,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381890338451456$NJ4GBQSAX0000687$REALTIME$TIME:20250503154413,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404240,2602:113.1989870,3012:0,3013:30,3014:20250503154403,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381890342645760$NJ4GBQSAX0000687$REALTIME$TIME:20250503154413,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404240,2602:113.1989870,3012:0,3013:30,3014:20250503154404,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381890346840064$NJ4GBQSAX0000687$REALTIME$TIME:20250503154413,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404240,2602:113.1989870,3012:0,3013:30,3014:20250503154405,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381890351034368$NJ4GBQSAX0000687$REALTIME$TIME:20250503154413,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404240,2602:113.1989870,3012:0,3013:30,3014:20250503154406,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381890355228672$NJ4GBQSAX0000687$REALTIME$TIME:20250503154413,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404240,2602:113.1989870,3012:0,3013:30,3014:20250503154407,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381890359422976$NJ4GBQSAX0000687$REALTIME$TIME:20250503154413,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404240,2602:113.1989870,3012:0,3013:30,3014:20250503154408,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381932935790592$NJ4GBQSAX0000687$REALTIME$TIME:20250503154423,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404240,2602:113.1989870,3012:0,3013:30,3014:20250503154409,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381932939984896$NJ4GBQSAX0000687$REALTIME$TIME:20250503154423,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404240,2602:113.1989870,3012:0,3013:30,3014:20250503154410,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381932944179200$NJ4GBQSAX0000687$REALTIME$TIME:20250503154423,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404240,2602:113.1989870,3012:0,3013:30,3014:20250503154411,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381932948373504$NJ4GBQSAX0000687$REALTIME$TIME:20250503154423,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404240,2602:113.1989870,3012:0,3013:30,3014:20250503154412,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381932952567808$NJ4GBQSAX0000687$REALTIME$TIME:20250503154423,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404230,2602:113.1989870,3012:0,3013:30,3014:20250503154413,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381932956762112$NJ4GBQSAX0000687$REALTIME$TIME:20250503154423,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404230,2602:113.1989870,3012:0,3013:30,3014:20250503154414,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381932960956416$NJ4GBQSAX0000687$REALTIME$TIME:20250503154423,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404230,2602:113.1989870,3012:0,3013:30,3014:20250503154415,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381932965150720$NJ4GBQSAX0000687$REALTIME$TIME:20250503154423,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404230,2602:113.1989870,3012:0,3013:30,3014:20250503154416,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381932973539328$NJ4GBQSAX0000687$REALTIME$TIME:20250503154423,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1983,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404230,2602:113.1989870,3012:0,3013:30,3014:20250503154417,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381977332494336$NJ4GBQSAX0000687$REALTIME$TIME:20250503154433,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404230,2602:113.1989870,3012:0,3013:30,3014:20250503154419,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381977336688640$NJ4GBQSAX0000687$REALTIME$TIME:20250503154433,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404230,2602:113.1989870,3012:0,3013:30,3014:20250503154420,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381977340882944$NJ4GBQSAX0000687$REALTIME$TIME:20250503154433,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404230,2602:113.1989870,3012:0,3013:30,3014:20250503154421,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381977345077248$NJ4GBQSAX0000687$REALTIME$TIME:20250503154433,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404230,2602:113.1989870,3012:0,3013:30,3014:20250503154422,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381955857682432$NJ4GBQSAX0000687$REALTIME$TIME:20250503154428,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1984,2204:0,2603:28.8404230,2602:113.1989870,3012:0,3013:30,3014:20250503154423,3015:18,3016:12,4014:0,2601:0,3019:0,4040:0,4041:0,4043:0,4044:1
SUBMIT$7318381977349271552$NJ4GBQSAX0000687$REALTIME$TIME:20250503154433,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404230,2602:113.1989870,3012:0,3013:30,3014:20250503154424,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381977353465856$NJ4GBQSAX0000687$REALTIME$TIME:20250503154433,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404230,2602:113.1989870,3012:0,3013:30,3014:20250503154425,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381977361854464$NJ4GBQSAX0000687$REALTIME$TIME:20250503154433,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404230,2602:113.1989870,3012:0,3013:30,3014:20250503154426,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381977366048768$NJ4GBQSAX0000687$REALTIME$TIME:20250503154433,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404230,2602:113.1989870,3012:0,3013:30,3014:20250503154427,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381999398735872$NJ4GBQSAX0000687$REALTIME$TIME:20250503154439,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404220,2602:113.1989870,3012:0,3013:30,3014:20250503154429,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381999402930176$NJ4GBQSAX0000687$REALTIME$TIME:20250503154439,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404220,2602:113.1989860,3012:0,3013:30,3014:20250503154430,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381999407124480$NJ4GBQSAX0000687$REALTIME$TIME:20250503154439,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404220,2602:113.1989860,3012:0,3013:30,3014:20250503154431,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381999411318784$NJ4GBQSAX0000687$REALTIME$TIME:20250503154439,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404220,2602:113.1989860,3012:0,3013:30,3014:20250503154432,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381999415513088$NJ4GBQSAX0000687$REALTIME$TIME:20250503154439,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404220,2602:113.1989860,3012:0,3013:30,3014:20250503154433,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381999419707392$NJ4GBQSAX0000687$REALTIME$TIME:20250503154439,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404220,2602:113.1989860,3012:0,3013:30,3014:20250503154434,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381999428096000$NJ4GBQSAX0000687$REALTIME$TIME:20250503154439,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404220,2602:113.1989860,3012:0,3013:30,3014:20250503154435,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381999432290304$NJ4GBQSAX0000687$REALTIME$TIME:20250503154439,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404220,2602:113.1989860,3012:0,3013:30,3014:20250503154437,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318381999436484608$NJ4GBQSAX0000687$REALTIME$TIME:20250503154439,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.13,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404220,2602:113.1989860,3012:0,3013:30,3014:20250503154438,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318382042012872704$NJ4GBQSAX0000687$REALTIME$TIME:20250503154449,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.14,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8404220,2602:113.1989860,3012:0,3013:30,3014:20250503154439,3015:18,3016:13,4014:0,2601:0,3019:0
SUBMIT$7318382042017067008$NJ4GBQSAX0000687$REALTIME$TIME:20250503154449,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.14,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:0.5,2603:28.8404210,2602:113.1989850,3012:0,3013:30,3014:20250503154440,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318382042021261312$NJ4GBQSAX0000687$REALTIME$TIME:20250503154449,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.14,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:2.3,2603:28.8404180,2602:113.1989790,3012:0,3013:30,3014:20250503154441,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318382042025455616$NJ4GBQSAX0000687$REALTIME$TIME:20250503154449,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.14,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:1.9,2603:28.8404140,2602:113.1989750,3012:0,3013:30,3014:20250503154442,3015:17,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318382042029649920$NJ4GBQSAX0000687$REALTIME$TIME:20250503154449,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.14,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:1.9,2603:28.8404110,2602:113.1989710,3012:0,3013:30,3014:20250503154443,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318382042038038528$NJ4GBQSAX0000687$REALTIME$TIME:20250503154449,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.14,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:1.8,2603:28.8404080,2602:113.1989670,3012:0,3013:30,3014:20250503154444,3015:17,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318382042042232832$NJ4GBQSAX0000687$REALTIME$TIME:20250503154449,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.14,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:1.5,2603:28.8404050,2602:113.1989640,3012:0,3013:30,3014:20250503154445,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318382042046427136$NJ4GBQSAX0000687$REALTIME$TIME:20250503154449,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.14,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:1.5,2603:28.8404020,2602:113.1989600,3012:0,3013:30,3014:20250503154446,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318382042050621440$NJ4GBQSAX0000687$REALTIME$TIME:20250503154449,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.14,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:1.6,2603:28.8404000,2602:113.1989570,3012:0,3013:30,3014:20250503154447,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318382088615792640$NJ4GBQSAX0000687$REALTIME$TIME:20250503154500,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.17,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:1.8,2603:28.8403930,2602:113.1989500,3012:0,3013:30,3014:20250503154449,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318382088619986944$NJ4GBQSAX0000687$REALTIME$TIME:20250503154500,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.17,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:1.5,2603:28.8403900,2602:113.1989470,3012:0,3013:30,3014:20250503154450,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318382088624181248$NJ4GBQSAX0000687$REALTIME$TIME:20250503154500,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.17,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:1.4,2603:28.8403870,2602:113.1989450,3012:0,3013:29,3014:20250503154451,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318382088628375552$NJ4GBQSAX0000687$REALTIME$TIME:20250503154500,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.17,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:1.3,2603:28.8403840,2602:113.1989420,3012:0,3013:29,3014:20250503154452,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318382088632569856$NJ4GBQSAX0000687$REALTIME$TIME:20250503154500,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.17,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:1.3,2603:28.8403820,2602:113.1989400,3012:0,3013:29,3014:20250503154453,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318382088636764160$NJ4GBQSAX0000687$REALTIME$TIME:20250503154500,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.17,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:1.5,2603:28.8403790,2602:113.1989370,3012:0,3013:29,3014:20250503154454,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318382088640958464$NJ4GBQSAX0000687$REALTIME$TIME:20250503154500,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.17,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:1.8,2603:28.8403760,2602:113.1989330,3012:0,3013:29,3014:20250503154455,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318382088645152768$NJ4GBQSAX0000687$REALTIME$TIME:20250503154500,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.17,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:1.6,2603:28.8403730,2602:113.1989300,3012:0,3013:29,3014:20250503154456,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318382088649347072$NJ4GBQSAX0000687$REALTIME$TIME:20250503154500,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.17,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:1.6,2603:28.8403700,2602:113.1989270,3012:0,3013:29,3014:20250503154457,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318382131498340352$NJ4GBQSAX0000687$REALTIME$TIME:20250503154510,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.19,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:1.3,2603:28.8403630,2602:113.1989230,3012:0,3013:29,3014:20250503154459,3015:17,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318382131506728960$NJ4GBQSAX0000687$REALTIME$TIME:20250503154510,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.19,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:1.9,2603:28.8403570,2602:113.1989170,3012:0,3013:29,3014:20250503154501,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318382131510923264$NJ4GBQSAX0000687$REALTIME$TIME:20250503154510,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.19,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:2,2603:28.8403540,2602:113.1989120,3012:0,3013:29,3014:20250503154502,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318382131515117568$NJ4GBQSAX0000687$REALTIME$TIME:20250503154510,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.19,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:2,2603:28.8403510,2602:113.1989080,3012:0,3013:29,3014:20250503154503,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318382131519311872$NJ4GBQSAX0000687$REALTIME$TIME:20250503154510,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.19,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:1.8,2603:28.8403470,2602:113.1989040,3012:0,3013:29,3014:20250503154504,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318382131523506176$NJ4GBQSAX0000687$REALTIME$TIME:20250503154510,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.19,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:1.7,2603:28.8403440,2602:113.1989010,3012:0,3013:29,3014:20250503154505,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318382131527700480$NJ4GBQSAX0000687$REALTIME$TIME:20250503154510,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.19,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:1.5,2603:28.8403410,2602:113.1988990,3012:0,3013:29,3014:20250503154506,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318382174045364224$NJ4GBQSAX0000687$REALTIME$TIME:20250503154520,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.21,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:1.4,2603:28.8403350,2602:113.1988950,3012:0,3013:29,3014:20250503154508,3015:17,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318382174049558528$NJ4GBQSAX0000687$REALTIME$TIME:20250503154520,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.21,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:1.7,2603:28.8403320,2602:113.1988900,3012:0,3013:29,3014:20250503154509,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318382174053752832$NJ4GBQSAX0000687$REALTIME$TIME:20250503154520,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.21,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:1.7,2603:28.8403300,2602:113.1988870,3012:0,3013:29,3014:20250503154510,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318382174057947136$NJ4GBQSAX0000687$REALTIME$TIME:20250503154520,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.21,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:1.5,2603:28.8403270,2602:113.1988840,3012:0,3013:29,3014:20250503154511,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318382174062141440$NJ4GBQSAX0000687$REALTIME$TIME:20250503154520,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:228.21,4033:1984,4040:0,4041:0,4043:0,4044:1,2204:1.4,2603:28.8403240,2602:113.1988810,3012:0,3013:29,3014:20250503154512,3015:19,3016:12,4014:0,2601:0,3019:0
