SUBMIT$7385323754907656192$EC73BD2506050018$REALTIME$TIME:20251104090717,gw:farm,3004:55,4042:1,4030:1,4031:0,4032:0.20,4033:6,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,2603:22.54082890,2602:107.79342390,2204:0,3012:80,3013:96,3014:20251104090717,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:1,4404:5,4040:0,4041:0,4043:0,4044:1
SUBMIT$7385326833505812480$EC73BD2506050018$REALTIME$TIME:20251104091931,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:1.01,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54072876,2602:107.79302365,3012:270,3013:95,3014:20251104091928,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326833510006784$EC73BD2506050018$REALTIME$TIME:20251104091931,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:1.01,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:4,2603:22.54072891,2602:107.79301313,3012:271,3013:95,3014:20251104091929,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326833514201088$EC73BD2506050018$REALTIME$TIME:20251104091931,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:1.01,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:22.54072880,2602:107.79300268,3012:269,3013:95,3014:20251104091930,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326833518395392$EC73BD2506050018$REALTIME$TIME:20251104091931,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:1.01,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.7,2603:22.54072875,2602:107.79299215,3012:268,3013:95,3014:20251104091931,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326875859910656$EC73BD2506050018$REALTIME$TIME:20251104091941,gw:farm,3004:55,4042:1,4030:1,4031:2,4032:1.02,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54072876,2602:107.79298163,3012:269,3013:95,3014:20251104091932,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326875864104960$EC73BD2506050018$REALTIME$TIME:20251104091941,gw:farm,3004:55,4042:1,4030:1,4031:2,4032:1.02,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:22.54072888,2602:107.79297113,3012:269,3013:95,3014:20251104091933,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326875868299264$EC73BD2506050018$REALTIME$TIME:20251104091941,gw:farm,3004:55,4042:1,4030:1,4031:2,4032:1.02,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54072888,2602:107.79296068,3012:269,3013:95,3014:20251104091934,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326875872493568$EC73BD2506050018$REALTIME$TIME:20251104091941,gw:farm,3004:55,4042:1,4030:1,4031:2,4032:1.02,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.6,2603:22.54072883,2602:107.79295060,3012:270,3013:95,3014:20251104091935,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326875876687872$EC73BD2506050018$REALTIME$TIME:20251104091941,gw:farm,3004:55,4042:1,4030:1,4031:2,4032:1.02,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0.5,2603:22.54072893,2602:107.79294811,3012:287,3013:95,3014:20251104091936,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326875880882176$EC73BD2506050018$REALTIME$TIME:20251104091941,gw:farm,3004:55,4042:1,4030:1,4031:2,4032:1.02,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54072888,2602:107.79294796,3012:82,3013:95,3014:20251104091937,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326875885076480$EC73BD2506050018$REALTIME$TIME:20251104091941,gw:farm,3004:55,4042:1,4030:1,4031:2,4032:1.02,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54072890,2602:107.79294798,3012:359,3013:95,3014:20251104091938,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326875889270784$EC73BD2506050018$REALTIME$TIME:20251104091941,gw:farm,3004:55,4042:1,4030:1,4031:2,4032:1.02,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54072888,2602:107.79294803,3012:45,3013:95,3014:20251104091939,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326875893465088$EC73BD2506050018$REALTIME$TIME:20251104091941,gw:farm,3004:55,4042:1,4030:1,4031:2,4032:1.02,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54072886,2602:107.79294798,3012:258,3013:95,3014:20251104091940,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326875897659392$EC73BD2506050018$REALTIME$TIME:20251104091941,gw:farm,3004:55,4042:1,4030:1,4031:2,4032:1.02,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54072890,2602:107.79294800,3012:93,3013:95,3014:20251104091941,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326917878452224$EC73BD2506050018$REALTIME$TIME:20251104091951,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:1.02,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54072885,2602:107.79294801,3012:67,3013:95,3014:20251104091942,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326917882646528$EC73BD2506050018$REALTIME$TIME:20251104091951,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:1.02,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54072893,2602:107.79294801,3012:312,3013:95,3014:20251104091943,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326917886840832$EC73BD2506050018$REALTIME$TIME:20251104091951,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:1.02,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54072890,2602:107.79294800,3012:123,3013:95,3014:20251104091944,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326917891035136$EC73BD2506050018$REALTIME$TIME:20251104091951,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:1.02,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54072893,2602:107.79294796,3012:191,3013:95,3014:20251104091945,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326917895229440$EC73BD2506050018$REALTIME$TIME:20251104091951,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:1.02,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54072890,2602:107.79294805,3012:36,3013:95,3014:20251104091946,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326917899423744$EC73BD2506050018$REALTIME$TIME:20251104091951,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:1.02,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0.1,2603:22.54072893,2602:107.79294743,3012:266,3013:95,3014:20251104091947,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326917903618048$EC73BD2506050018$REALTIME$TIME:20251104091951,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:1.02,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2.7,2603:22.54072891,2602:107.79294051,3012:267,3013:95,3014:20251104091948,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326917907812352$EC73BD2506050018$REALTIME$TIME:20251104091951,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:1.02,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54072925,2602:107.79293410,3012:274,3013:95,3014:20251104091949,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326917912006656$EC73BD2506050018$REALTIME$TIME:20251104091951,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:1.02,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.7,2603:22.54073038,2602:107.79292349,3012:275,3013:95,3014:20251104091950,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326917916200960$EC73BD2506050018$REALTIME$TIME:20251104091951,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:1.02,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54073245,2602:107.79291339,3012:282,3013:95,3014:20251104091951,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326960266080256$EC73BD2506050018$REALTIME$TIME:20251104092001,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:1.02,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54073568,2602:107.79290356,3012:291,3013:95,3014:20251104091952,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326960270274560$EC73BD2506050018$REALTIME$TIME:20251104092001,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:1.02,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54074043,2602:107.79289435,3012:299,3013:95,3014:20251104091953,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326960274468864$EC73BD2506050018$REALTIME$TIME:20251104092001,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:1.02,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54074561,2602:107.79288548,3012:301,3013:95,3014:20251104091954,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326960278663168$EC73BD2506050018$REALTIME$TIME:20251104092001,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:1.02,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54074981,2602:107.79287610,3012:292,3013:95,3014:20251104091955,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326960282857472$EC73BD2506050018$REALTIME$TIME:20251104092001,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:1.02,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.7,2603:22.54075173,2602:107.79286603,3012:279,3013:95,3014:20251104091956,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326960287051776$EC73BD2506050018$REALTIME$TIME:20251104092001,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:1.02,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54075063,2602:107.79285553,3012:262,3013:95,3014:20251104091957,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326960291246080$EC73BD2506050018$REALTIME$TIME:20251104092001,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:1.02,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54074628,2602:107.79284620,3012:239,3013:95,3014:20251104091958,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326960295440384$EC73BD2506050018$REALTIME$TIME:20251104092001,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:1.02,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54073965,2602:107.79283846,3012:223,3013:95,3014:20251104091959,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326960299634688$EC73BD2506050018$REALTIME$TIME:20251104092001,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:1.02,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54073113,2602:107.79283335,3012:205,3013:95,3014:20251104092000,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326960303828992$EC73BD2506050018$REALTIME$TIME:20251104092001,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:1.02,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.7,2603:22.54072163,2602:107.79283151,3012:193,3013:95,3014:20251104092001,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385327002423029760$EC73BD2506050018$REALTIME$TIME:20251104092011,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:1.02,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.5,2603:22.54071195,2602:107.79283293,3012:171,3013:95,3014:20251104092002,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385327002427224064$EC73BD2506050018$REALTIME$TIME:20251104092011,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:1.02,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.7,2603:22.54070321,2602:107.79283746,3012:152,3013:95,3014:20251104092003,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385327002431418368$EC73BD2506050018$REALTIME$TIME:20251104092011,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:1.02,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54069628,2602:107.79284475,3012:135,3013:95,3014:20251104092004,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385327002435612672$EC73BD2506050018$REALTIME$TIME:20251104092011,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:1.02,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.6,2603:22.54069181,2602:107.79285401,3012:114,3013:95,3014:20251104092005,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385327002439806976$EC73BD2506050018$REALTIME$TIME:20251104092011,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:1.02,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.7,2603:22.54069001,2602:107.79286435,3012:94,3013:95,3014:20251104092006,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385327002444001280$EC73BD2506050018$REALTIME$TIME:20251104092011,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:1.02,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.5,2603:22.54069053,2602:107.79287436,3012:86,3013:95,3014:20251104092007,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385327002448195584$EC73BD2506050018$REALTIME$TIME:20251104092011,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:1.02,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2.5,2603:22.54069150,2602:107.79288168,3012:84,3013:95,3014:20251104092008,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385327002452389888$EC73BD2506050018$REALTIME$TIME:20251104092011,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:1.02,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:1.5,2603:22.54069225,2602:107.79288641,3012:78,3013:95,3014:20251104092009,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385327002456584192$EC73BD2506050018$REALTIME$TIME:20251104092011,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:1.02,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:1.3,2603:22.54069278,2602:107.79288943,3012:80,3013:95,3014:20251104092010,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385327002460778496$EC73BD2506050018$REALTIME$TIME:20251104092011,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:1.02,4033:12,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2.1,2603:22.54069421,2602:107.79289480,3012:70,3013:95,3014:20251104092011,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385327044416413696$EC73BD2506050018$REALTIME$TIME:20251104092021,gw:farm,3004:55,4042:1,4030:1,4031:2,4032:1.02,4033:13,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3,2603:22.54069663,2602:107.79290199,3012:69,3013:95,3014:20251104092012,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385327044420608000$EC73BD2506050018$REALTIME$TIME:20251104092021,gw:farm,3004:55,4042:1,4030:1,4031:2,4032:1.02,4033:13,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.5,2603:22.54069998,2602:107.79291035,3012:68,3013:95,3014:20251104092013,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385327044424802304$EC73BD2506050018$REALTIME$TIME:20251104092021,gw:farm,3004:55,4042:1,4030:1,4031:2,4032:1.02,4033:13,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.4,2603:22.54070256,2602:107.79291945,3012:74,3013:95,3014:20251104092014,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385327044428996608$EC73BD2506050018$REALTIME$TIME:20251104092021,gw:farm,3004:55,4042:1,4030:1,4031:2,4032:1.02,4033:13,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.5,2603:22.54070361,2602:107.79292913,3012:83,3013:95,3014:20251104092015,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385327044433190912$EC73BD2506050018$REALTIME$TIME:20251104092021,gw:farm,3004:55,4042:1,4030:1,4031:2,4032:1.02,4033:13,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.4,2603:22.54070363,2602:107.79293891,3012:88,3013:95,3014:20251104092016,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385327044437385216$EC73BD2506050018$REALTIME$TIME:20251104092021,gw:farm,3004:55,4042:1,4030:1,4031:2,4032:1.02,4033:13,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2.5,2603:22.54070358,2602:107.79294626,3012:90,3013:95,3014:20251104092017,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385327044441579520$EC73BD2506050018$REALTIME$TIME:20251104092021,gw:farm,3004:55,4042:1,4030:1,4031:2,4032:1.02,4033:13,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0.6,2603:22.54070350,2602:107.79294863,3012:106,3013:95,3014:20251104092018,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385327044445773824$EC73BD2506050018$REALTIME$TIME:20251104092021,gw:farm,3004:55,4042:1,4030:1,4031:2,4032:1.02,4033:13,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54070345,2602:107.79294856,3012:123,3013:95,3014:20251104092019,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385327044449968128$EC73BD2506050018$REALTIME$TIME:20251104092021,gw:farm,3004:55,4042:1,4030:1,4031:2,4032:1.02,4033:13,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54070348,2602:107.79294853,3012:108,3013:95,3014:20251104092020,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385327044454162432$EC73BD2506050018$REALTIME$TIME:20251104092021,gw:farm,3004:55,4042:1,4030:1,4031:2,4032:1.02,4033:13,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54070345,2602:107.79294851,3012:14,3013:95,3014:20251104092021,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385327086816604160$EC73BD2506050018$REALTIME$TIME:20251104092031,gw:farm,3004:55,4042:1,4030:1,4031:2,4032:1.02,4033:13,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54070350,2602:107.79294841,3012:358,3013:95,3014:20251104092022,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385327086820798464$EC73BD2506050018$REALTIME$TIME:20251104092031,gw:farm,3004:55,4042:1,4030:1,4031:2,4032:1.02,4033:13,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54070350,2602:107.79294873,3012:77,3013:95,3014:20251104092023,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385327086824992768$EC73BD2506050018$REALTIME$TIME:20251104092031,gw:farm,3004:55,4042:1,4030:1,4031:2,4032:1.02,4033:13,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0.1,2603:22.54070354,2602:107.79295011,3012:76,3013:95,3014:20251104092024,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385327086829187072$EC73BD2506050018$REALTIME$TIME:20251104092031,gw:farm,3004:55,4042:1,4030:1,4031:2,4032:1.02,4033:13,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54070356,2602:107.79295010,3012:284,3013:95,3014:20251104092025,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385327086833381376$EC73BD2506050018$REALTIME$TIME:20251104092031,gw:farm,3004:55,4042:1,4030:1,4031:2,4032:1.02,4033:13,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54070353,2602:107.79295013,3012:350,3013:95,3014:20251104092026,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
